id	clstr	clstr_size	length	clstr_rep	clstr_iden	clstr_cov
SRR7217712_rgi_card_k141_10967_1_#_117_#_3230_#_-1_#_ID=3868_1;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.544	13	5	3114	0	99.26%	100%
SRR9865628_rgi_card_k141_30657_4_#_2359_#_5472_#_-1_#_ID=10026_4;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.541	13	5	3114	0	99.13%	100%
SRR7217565_rgi_card_k141_16306_1_#_1_#_3087_#_1_#_ID=3263_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.544	13	5	3087	0	99.03%	99%
ERR4406717_rgi_card_k141_1255_4_#_3916_#_6993_#_-1_#_ID=943_4;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.638	14	3	3078	1	100	100%
SRR13774664_rgi_card_k141_3519_3_#_3937_#_7014_#_1_#_ID=988_3;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.638	14	3	3078	0	99.55%	100%
SRR5963405_rgi_card_k141_24671_3_#_3821_#_6898_#_1_#_ID=5928_3;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.637	14	3	3078	0	99.32%	100%
S_ID039_T2_rgi_card_k141_3670_6_#_7025_#_10099_#_-1_#_ID=1275_6;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	1	100	100%
S_ID054_T2_rgi_card_k141_2733_5_#_4176_#_7250_#_-1_#_ID=1453_5;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	100.00%	100%
S_ID056_T3_rgi_card_k141_1534_6_#_3633_#_6707_#_1_#_ID=620_6;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	100.00%	100%
S_ID062_T3_rgi_card_k141_2486_3_#_1260_#_4334_#_1_#_ID=1031_3;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	99.90%	100%
S_ID063_T2_rgi_card_k141_7008_6_#_7025_#_10099_#_-1_#_ID=1776_6;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	100.00%	100%
SRR13622580_rgi_card_k141_7887_3_#_996_#_4070_#_1_#_ID=2128_3;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	99.90%	100%
SRR13622631_rgi_card_k141_6834_4_#_1136_#_4210_#_1_#_ID=2240_4;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	99.90%	100%
SRR13774544_rgi_card_k141_5679_15_#_14648_#_17722_#_-1_#_ID=2187_15;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	99.90%	100%
SRR13774628_rgi_card_k141_175_2_#_406_#_3480_#_-1_#_ID=87_2;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	99.90%	100%
SRR13774686_rgi_card_k141_1730_3_#_391_#_3465_#_-1_#_ID=666_3;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	99.90%	100%
SRR13774705_rgi_card_k141_39_4_#_2056_#_5130_#_1_#_ID=21_4;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	99.90%	100%
SRR13774708_rgi_card_k141_2470_3_#_391_#_3465_#_-1_#_ID=710_3;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	99.90%	100%
SRR1779121_rgi_card_k141_3837_5_#_2572_#_5646_#_1_#_ID=1157_5;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	99.90%	100%
SRR21171039_rgi_card_k141_130_3_#_1495_#_4569_#_-1_#_ID=79_3;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	99.87%	100%
SRR21171053_rgi_card_k141_129_2_#_874_#_3948_#_-1_#_ID=103_2;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	99.90%	100%
SRR21171066_rgi_card_k141_141_2_#_414_#_3488_#_-1_#_ID=67_2;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	99.90%	100%
SRR21171077_rgi_card_k141_151_3_#_1500_#_4574_#_-1_#_ID=125_3;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	99.90%	100%
SRR21171079_rgi_card_k141_29_3_#_1503_#_4577_#_-1_#_ID=20_3;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	99.90%	100%
SRR21171097_rgi_card_k141_927_3_#_1501_#_4575_#_-1_#_ID=656_3;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	99.90%	100%
SRR21171108_rgi_card_k141_52_4_#_1735_#_4809_#_1_#_ID=34_4;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	99.90%	100%
SRR21171109_rgi_card_k141_408_3_#_971_#_4045_#_1_#_ID=279_3;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	99.87%	100%
SRR21171133_rgi_card_k141_97_2_#_298_#_3372_#_1_#_ID=25_2;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.288	15	64	3075	0	99.87%	100%
SRR21171179_rgi_card_k141_208_2_#_688_#_3762_#_-1_#_ID=153_2;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	99.90%	100%
SRR21171221_rgi_card_k141_388_4_#_1735_#_4809_#_1_#_ID=196_4;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	99.90%	100%
SRR21171230_rgi_card_k141_2620_4_#_1735_#_4809_#_1_#_ID=693_4;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	99.90%	100%
SRR21171237_rgi_card_k141_770_1_#_79_#_3153_#_-1_#_ID=485_1;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	99.90%	100%
SRR21171249_rgi_card_k141_581_2_#_276_#_3350_#_1_#_ID=260_2;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.288	15	64	3075	0	99.87%	100%
SRR21171250_rgi_card_k141_2833_2_#_298_#_3372_#_1_#_ID=1700_2;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	99.90%	100%
SRR21171251_rgi_card_k141_2786_3_#_1488_#_4562_#_-1_#_ID=1632_3;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	99.90%	100%
SRR21171277_rgi_card_k141_63_5_#_2529_#_5603_#_1_#_ID=52_5;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	99.90%	100%
SRR21171326_rgi_card_k141_361_2_#_298_#_3372_#_1_#_ID=188_2;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.288	15	64	3075	0	99.87%	100%
SRR3131712_rgi_card_k141_2581_2_#_995_#_4069_#_-1_#_ID=1184_2;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	99.90%	100%
SRR3132021_rgi_card_k141_1381_6_#_6744_#_9818_#_-1_#_ID=312_6;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	99.90%	100%
SRR3132129_rgi_card_k141_198_2_#_529_#_3603_#_1_#_ID=84_2;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	99.90%	100%
SRR5405712_rgi_card_k141_3431_2_#_529_#_3603_#_1_#_ID=1518_2;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	99.90%	100%
SRR5405808_rgi_card_k141_4857_4_#_2056_#_5130_#_1_#_ID=538_4;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	99.90%	100%
SRR5405826_rgi_card_k141_5894_2_#_871_#_3945_#_-1_#_ID=2657_2;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	99.90%	100%
SRR5405862_rgi_card_k141_129_3_#_1528_#_4602_#_-1_#_ID=31_3;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	99.90%	100%
SRR5405868_rgi_card_k119_1616_4_#_1645_#_4719_#_-1_#_ID=426_4;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	99.90%	100%
SRR5575418_rgi_card_k141_2695_3_#_1316_#_4390_#_1_#_ID=965_3;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	99.87%	100%
SRR5963138_rgi_card_k141_3209_2_#_934_#_4008_#_-1_#_ID=743_2;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	99.90%	100%
SRR5963148_rgi_card_k141_6242_3_#_1391_#_4465_#_-1_#_ID=1422_3;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	99.90%	100%
SRR5963174_rgi_card_k141_4953_16_#_14655_#_17729_#_-1_#_ID=905_16;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	99.90%	100%
SRR5963193_rgi_card_k141_464_4_#_2056_#_5130_#_1_#_ID=269_4;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	99.90%	100%
SRR5963212_rgi_card_k141_5929_4_#_1244_#_4318_#_1_#_ID=1025_4;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	99.90%	100%
SRR5963253_rgi_card_k141_5888_2_#_873_#_3947_#_-1_#_ID=1432_2;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	99.90%	100%
SRR5963313_rgi_card_k141_1466_3_#_408_#_3482_#_-1_#_ID=193_3;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	99.90%	100%
SRR6257398_rgi_card_k119_3349_3_#_916_#_3990_#_1_#_ID=690_3;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	99.90%	100%
SRR6257399_rgi_card_k119_1463_6_#_7817_#_10891_#_-1_#_ID=341_6;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	99.90%	100%
SRR6257428_rgi_card_k119_2451_6_#_7817_#_10891_#_-1_#_ID=982_6;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	99.90%	100%
SRR6257429_rgi_card_k119_775_6_#_7817_#_10891_#_-1_#_ID=303_6;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	99.90%	100%
SRR6257430_rgi_card_k119_1839_2_#_507_#_3581_#_1_#_ID=960_2;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	99.90%	100%
SRR6257453_rgi_card_k119_452_4_#_2616_#_5690_#_1_#_ID=284_4;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	99.90%	100%
SRR6257491_rgi_card_k119_819_3_#_1951_#_5025_#_1_#_ID=273_3;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.288	15	64	3075	0	99.93%	100%
SRR9865451_rgi_card_k141_1542_4_#_4607_#_7681_#_-1_#_ID=1086_4;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	99.90%	100%
SRR9865742_rgi_card_k141_1987_2_#_860_#_3934_#_-1_#_ID=713_2;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	99.90%	100%
SRR9865834_rgi_card_k141_1783_4_#_1651_#_4725_#_-1_#_ID=829_4;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.287	15	64	3075	0	99.90%	100%
SRR3131720_rgi_card_k141_842_1_#_2_#_3001_#_-1_#_ID=582_1;partial=10;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.292	15	64	3000	0	99.87%	97%
SRR21171075_rgi_card_k141_479_2_#_298_#_3288_#_1_#_ID=336_2;partial=01;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.292	15	64	2991	0	99.90%	97%
SRR3131868_rgi_card_k141_4469_1_#_2_#_2941_#_-1_#_ID=1910_1;partial=10;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.294	15	64	2940	0	99.90%	95%
SRR3131704_rgi_card_k141_3653_1_#_3_#_2939_#_-1_#_ID=1996_1;partial=10;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.294	15	64	2937	0	99.90%	95%
ERR4407024_rgi_card_k141_9157_2_#_287_#_3220_#_-1_#_ID=3812_2;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.293	15	64	2934	0	99.86%	95%
SRR3131915_rgi_card_k141_1229_2_#_445_#_3363_#_1_#_ID=536_2;partial=01;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.293	15	64	2919	0	99.90%	94%
SRR21171111_rgi_card_k141_1261_1_#_3_#_2918_#_-1_#_ID=508_1;partial=10;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.293	15	64	2916	0	99.86%	94%
S_ID087_T3_rgi_card_3353_5518_|_model_type_id:_40295_|_pass_bit_score:_5000_|_SNP:_C656T_|_Clostridioides_difficile_23S_rRNA_with_mutation_conferring_resistance_to_erythromycin_and_clindamycin_|_QUERY:_k141_219	16	33	2899	1	100	100%
S_ID087_T3_rgi_card_3353_5518_|_model_type_id:_40295_|_pass_bit_score:_5000_|_SNP:_C656T_|_Clostridioides_difficile_23S_rRNA_with_mutation_conferring_resistance_to_erythromycin_and_clindamycin_|_QUERY:_k141_3092	16	33	2899	0	100.00%	100%
S_ID087_T3_rgi_card_3353_5518_|_model_type_id:_40295_|_pass_bit_score:_5000_|_SNP:_C656T_|_Clostridioides_difficile_23S_rRNA_with_mutation_conferring_resistance_to_erythromycin_and_clindamycin_|_QUERY:_k141_608	16	33	2899	0	100.00%	100%
SRR1779113_rgi_card_3353_5518_|_model_type_id:_40295_|_pass_bit_score:_5000_|_SNP:_C656T_|_Clostridioides_difficile_23S_rRNA_with_mutation_conferring_resistance_to_erythromycin_and_clindamycin_|_QUERY:_k141_2466	16	33	2899	0	99.97%	100%
SRR1779113_rgi_card_3353_5518_|_model_type_id:_40295_|_pass_bit_score:_5000_|_SNP:_C656T_|_Clostridioides_difficile_23S_rRNA_with_mutation_conferring_resistance_to_erythromycin_and_clindamycin_|_QUERY:_k141_6593	16	33	2899	0	99.97%	100%
SRR5405615_rgi_card_3353_5518_|_model_type_id:_40295_|_pass_bit_score:_5000_|_SNP:_C656T_|_Clostridioides_difficile_23S_rRNA_with_mutation_conferring_resistance_to_erythromycin_and_clindamycin_|_QUERY:_k141_240	16	33	2899	0	99.97%	100%
SRR5405615_rgi_card_3353_5518_|_model_type_id:_40295_|_pass_bit_score:_5000_|_SNP:_C656T_|_Clostridioides_difficile_23S_rRNA_with_mutation_conferring_resistance_to_erythromycin_and_clindamycin_|_QUERY:_k141_407	16	33	2899	0	99.97%	100%
SRR5405615_rgi_card_3353_5518_|_model_type_id:_40295_|_pass_bit_score:_5000_|_SNP:_C656T_|_Clostridioides_difficile_23S_rRNA_with_mutation_conferring_resistance_to_erythromycin_and_clindamycin_|_QUERY:_k141_1549	16	33	2899	0	99.97%	100%
SRR5405619_rgi_card_3353_5518_|_model_type_id:_40295_|_pass_bit_score:_5000_|_SNP:_C656T_|_Clostridioides_difficile_23S_rRNA_with_mutation_conferring_resistance_to_erythromycin_and_clindamycin_|_QUERY:_k141_1285	16	33	2899	0	99.97%	100%
SRR5405619_rgi_card_3353_5518_|_model_type_id:_40295_|_pass_bit_score:_5000_|_SNP:_C656T_|_Clostridioides_difficile_23S_rRNA_with_mutation_conferring_resistance_to_erythromycin_and_clindamycin_|_QUERY:_k141_2607	16	33	2899	0	99.97%	100%
SRR5405845_rgi_card_3353_5518_|_model_type_id:_40295_|_pass_bit_score:_5000_|_SNP:_C656T_|_Clostridioides_difficile_23S_rRNA_with_mutation_conferring_resistance_to_erythromycin_and_clindamycin_|_QUERY:_k141_710	16	33	2899	0	99.93%	100%
SRR5405845_rgi_card_3353_5518_|_model_type_id:_40295_|_pass_bit_score:_5000_|_SNP:_C656T_|_Clostridioides_difficile_23S_rRNA_with_mutation_conferring_resistance_to_erythromycin_and_clindamycin_|_QUERY:_k141_824	16	33	2899	0	99.93%	100%
SRR5405845_rgi_card_3353_5518_|_model_type_id:_40295_|_pass_bit_score:_5000_|_SNP:_C656T_|_Clostridioides_difficile_23S_rRNA_with_mutation_conferring_resistance_to_erythromycin_and_clindamycin_|_QUERY:_k141_508	16	33	2899	0	99.93%	100%
SRR5963236_rgi_card_3353_5518_|_model_type_id:_40295_|_pass_bit_score:_5000_|_SNP:_C656T_|_Clostridioides_difficile_23S_rRNA_with_mutation_conferring_resistance_to_erythromycin_and_clindamycin_|_QUERY:_k141_948	16	33	2899	0	99.93%	100%
SRR5963236_rgi_card_3353_5518_|_model_type_id:_40295_|_pass_bit_score:_5000_|_SNP:_C656T_|_Clostridioides_difficile_23S_rRNA_with_mutation_conferring_resistance_to_erythromycin_and_clindamycin_|_QUERY:_k141_5692	16	33	2899	0	99.93%	100%
SRR5963236_rgi_card_3353_5518_|_model_type_id:_40295_|_pass_bit_score:_5000_|_SNP:_C656T_|_Clostridioides_difficile_23S_rRNA_with_mutation_conferring_resistance_to_erythromycin_and_clindamycin_|_QUERY:_k141_7184	16	33	2899	0	99.93%	100%
SRR5963236_rgi_card_3353_5518_|_model_type_id:_40295_|_pass_bit_score:_5000_|_SNP:_C656T_|_Clostridioides_difficile_23S_rRNA_with_mutation_conferring_resistance_to_erythromycin_and_clindamycin_|_QUERY:_k141_2296	16	33	2899	0	99.93%	100%
SRR5963236_rgi_card_3353_5518_|_model_type_id:_40295_|_pass_bit_score:_5000_|_SNP:_C656T_|_Clostridioides_difficile_23S_rRNA_with_mutation_conferring_resistance_to_erythromycin_and_clindamycin_|_QUERY:_k141_7389	16	33	2899	0	99.93%	100%
SRR5963265_rgi_card_3353_5518_|_model_type_id:_40295_|_pass_bit_score:_5000_|_SNP:_C656T_|_Clostridioides_difficile_23S_rRNA_with_mutation_conferring_resistance_to_erythromycin_and_clindamycin_|_QUERY:_k141_1457	16	33	2899	0	99.97%	100%
SRR5963265_rgi_card_3353_5518_|_model_type_id:_40295_|_pass_bit_score:_5000_|_SNP:_C656T_|_Clostridioides_difficile_23S_rRNA_with_mutation_conferring_resistance_to_erythromycin_and_clindamycin_|_QUERY:_k141_830	16	33	2899	0	99.97%	100%
SRR5963265_rgi_card_3353_5518_|_model_type_id:_40295_|_pass_bit_score:_5000_|_SNP:_C656T_|_Clostridioides_difficile_23S_rRNA_with_mutation_conferring_resistance_to_erythromycin_and_clindamycin_|_QUERY:_k141_5532	16	33	2899	0	99.97%	100%
SRR5963265_rgi_card_3353_5518_|_model_type_id:_40295_|_pass_bit_score:_5000_|_SNP:_C656T_|_Clostridioides_difficile_23S_rRNA_with_mutation_conferring_resistance_to_erythromycin_and_clindamycin_|_QUERY:_k141_1402	16	33	2899	0	99.97%	100%
SRR5963265_rgi_card_3353_5518_|_model_type_id:_40295_|_pass_bit_score:_5000_|_SNP:_C656T_|_Clostridioides_difficile_23S_rRNA_with_mutation_conferring_resistance_to_erythromycin_and_clindamycin_|_QUERY:_k141_1268	16	33	2899	0	99.97%	100%
SRR5963272_rgi_card_3353_5518_|_model_type_id:_40295_|_pass_bit_score:_5000_|_SNP:_C656T_|_Clostridioides_difficile_23S_rRNA_with_mutation_conferring_resistance_to_erythromycin_and_clindamycin_|_QUERY:_k141_1652	16	33	2899	0	99.97%	100%
